,sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,is_recid,r_charge_desc,is_violent_recid,type_of_assessment,decile_score.1,score_text,v_type_of_assessment,v_decile_score,v_score_text,priors_count.1,start,end,event,two_year_recid,length_of_stay,length_of_stay.1,length_of_stay.2
5428,0,4,0,0,3,0,0,3,20,1,0,1,239,1,0,3,0,0,3,0,3,0,3,1,1,4,1,2
6797,0,2,0,0,10,0,0,1,22,1,0,1,265,0,0,10,2,0,9,2,1,4,10,1,1,4,7,1
1183,1,2,1,0,10,0,0,11,22,1,0,1,112,0,0,10,2,0,5,1,11,4,5,1,1,4,0,0
695,0,5,0,0,7,0,0,20,22,1,0,1,54,0,0,7,1,0,2,0,20,4,14,1,1,4,1,0
5918,0,2,0,0,7,0,0,21,22,1,0,1,252,0,0,7,1,0,3,0,21,4,13,1,1,4,9,2
3807,0,4,0,0,1,0,0,0,22,1,0,1,24,0,0,1,0,0,1,0,0,4,3,1,1,4,2,0
1178,0,2,0,0,5,0,1,4,22,1,0,1,8,0,0,5,1,0,4,0,4,4,27,1,1,4,0,0
2561,0,3,1,0,8,0,0,13,22,1,0,1,12,0,0,8,2,0,2,0,13,4,5,0,1,4,1,0
1752,1,4,1,0,7,0,0,11,40,1,0,1,9,0,0,7,1,0,2,0,11,0,7,1,1,3,1,1
1943,0,4,1,0,1,0,0,1,19,1,0,1,147,0,0,1,0,0,1,0,1,0,9,0,1,3,7,0
2735,1,3,0,0,4,0,0,6,20,1,0,1,14,0,0,4,0,0,1,0,6,0,3,1,1,3,10,2
253,0,3,1,0,7,0,0,8,33,1,0,1,2,1,0,7,1,0,9,2,8,0,13,1,1,3,1,0
3997,0,4,0,0,5,0,0,7,19,1,0,1,10,0,0,5,1,0,5,1,7,0,22,1,1,3,0,0
285,0,5,0,0,6,0,0,3,22,1,0,1,5,0,0,6,1,0,2,0,3,3,3,1,1,3,2,0
256,1,2,1,0,7,0,0,1,20,1,1,1,2,1,0,7,1,0,5,1,1,0,35,1,1,3,0,0
1901,0,2,0,0,7,0,0,9,22,1,0,1,11,0,0,7,1,0,5,1,9,3,30,1,1,3,0,0
6122,0,4,0,0,6,0,0,3,20,1,1,1,93,0,0,6,1,0,7,1,3,0,4,0,1,3,0,0
165,0,4,1,0,1,0,0,6,24,1,0,1,17,0,0,1,0,0,1,0,6,0,1,1,1,3,1,0
5789,0,2,0,0,9,0,2,2,22,1,1,1,53,1,0,9,2,0,7,1,2,3,27,1,1,3,4,1
453,0,2,0,0,8,0,1,0,22,1,0,1,43,1,0,8,2,0,6,1,0,2,12,1,1,3,1,0
4173,0,2,0,0,6,0,0,1,22,1,1,1,12,0,0,6,1,0,5,1,1,3,12,1,1,3,0,0
1907,0,2,0,0,4,0,0,5,44,1,0,1,18,0,0,4,0,0,3,0,5,0,13,1,1,3,1,2
4644,0,2,0,0,9,0,0,11,22,1,1,1,8,0,0,9,2,0,7,1,11,3,14,1,1,3,1,0
5430,1,2,0,0,9,1,0,11,22,1,0,1,118,0,0,9,2,0,5,1,11,2,25,1,1,3,0,0
1973,0,5,0,0,9,0,0,16,19,1,0,1,10,0,0,9,2,0,9,2,16,0,41,0,0,3,2,1
4145,0,2,1,0,8,0,0,3,22,1,1,1,2,1,0,8,2,0,6,1,3,3,5,1,1,3,3,0
7013,0,2,0,0,9,0,0,10,22,1,0,1,17,0,0,9,2,0,4,0,10,3,7,1,1,3,0,0
4106,0,3,0,0,7,0,1,9,22,1,1,1,9,1,0,7,1,0,4,0,9,2,21,1,1,3,0,0
4622,0,6,0,0,2,0,0,5,19,1,1,1,39,0,0,2,0,0,1,0,5,0,5,0,1,3,0,0
4296,1,4,1,0,4,0,0,8,20,1,1,1,9,0,0,4,0,0,2,0,8,0,8,1,1,3,0,0
148,1,3,0,0,9,0,0,7,22,1,0,1,31,0,0,9,2,0,9,2,7,3,24,1,1,3,1,0
5890,0,2,0,0,1,0,0,0,63,1,0,1,53,0,0,1,0,0,1,0,0,0,50,1,1,3,2,0
1755,1,3,0,0,5,0,0,5,18,1,0,1,5,0,0,5,1,0,5,1,5,0,11,0,1,3,2,0
4211,1,4,1,0,10,0,0,22,22,1,1,1,134,0,0,10,2,0,4,0,22,3,2,1,1,3,13,3
4114,0,2,0,0,10,0,0,16,22,1,0,1,208,0,0,10,2,0,8,2,16,3,10,1,1,3,11,2
5707,0,4,0,0,1,0,0,4,20,1,0,1,2,1,0,1,0,0,2,0,4,0,37,0,1,3,0,0
6033,0,3,0,0,9,1,0,20,22,1,0,1,18,0,0,9,2,0,5,1,20,3,13,1,1,3,5,1
4659,0,5,1,0,4,0,0,2,20,1,0,1,94,1,0,4,0,0,2,0,2,0,23,1,1,3,2,0
2071,0,2,1,0,7,0,1,7,22,1,1,1,93,1,0,7,1,0,6,1,7,3,12,1,1,3,0,0
4060,1,4,1,0,2,0,0,1,22,1,0,1,2,1,0,2,0,0,1,0,1,3,98,1,0,3,0,0
5836,0,5,1,0,4,0,0,17,25,1,0,1,2,1,0,4,0,0,4,0,17,0,3,1,1,3,1,0
2225,0,3,0,0,1,0,0,0,22,1,0,1,18,0,0,1,0,0,1,0,0,2,12,0,1,3,0,0
5754,0,2,0,0,4,0,0,8,22,1,1,1,27,0,0,4,0,0,3,0,8,3,4,1,1,3,0,0
1688,0,2,0,0,8,1,0,4,20,1,0,1,5,0,0,8,2,0,5,1,4,0,3,1,1,3,0,0
430,0,5,0,0,5,0,0,1,22,1,0,1,8,0,0,5,1,0,6,1,1,3,5,1,1,3,7,1
5521,0,2,0,0,5,0,0,3,30,3,0,1,9,0,0,5,1,0,5,1,3,0,10,0,1,3,7,0
469,1,2,0,1,9,0,0,6,22,1,0,1,12,0,0,9,2,0,9,2,6,3,12,0,1,3,7,0
3331,0,2,0,0,10,0,0,8,26,1,0,1,32,1,0,10,2,0,9,2,8,0,4,1,1,3,1,0
499,0,2,0,0,7,0,0,4,18,1,0,1,9,1,0,7,1,0,6,1,4,0,11,1,1,3,5,1
1038,0,5,0,0,10,0,0,17,22,1,0,1,102,0,0,10,2,0,4,0,17,3,37,1,1,3,14,3
3438,0,5,0,0,5,0,0,9,22,1,1,1,5,0,0,5,1,0,6,1,9,3,11,0,1,3,0,0
3721,0,3,0,0,8,0,0,4,22,1,0,1,71,1,0,8,2,0,3,0,4,3,4,1,1,3,1,0
1481,0,5,1,0,4,0,0,14,22,1,1,1,9,1,0,4,0,0,3,0,14,3,2,1,1,3,6,1
3736,0,2,0,0,4,0,0,0,22,1,1,1,200,0,0,4,0,0,6,1,0,2,3,1,1,3,3,0
5254,0,2,0,0,6,0,0,6,20,1,0,1,5,0,0,6,1,0,3,0,6,0,26,1,1,3,0,3
1433,0,2,0,0,6,0,0,8,22,1,0,1,53,0,0,6,1,0,5,1,8,3,8,1,1,3,0,0
1425,1,2,0,0,6,0,0,1,22,1,0,1,32,0,0,6,1,0,4,0,1,3,16,1,1,3,7,1
6272,0,3,0,0,6,0,0,10,20,1,0,1,3,0,0,6,1,0,1,0,10,0,5,0,1,3,0,0
3096,0,2,0,0,5,0,0,2,22,1,0,1,29,0,0,5,1,0,8,2,2,2,26,1,1,3,0,0
1405,0,2,0,0,8,0,0,3,22,1,0,1,125,1,0,8,2,0,5,1,3,3,5,1,1,3,3,0
3360,0,2,0,1,4,0,0,2,34,1,0,1,7,0,0,4,0,0,5,1,2,0,14,1,1,3,1,0
3116,0,5,1,0,2,0,0,11,20,1,0,1,15,1,0,2,0,0,1,0,11,0,28,1,1,3,6,1
3327,1,3,1,0,4,0,0,2,20,1,0,1,29,0,0,4,0,0,1,0,2,0,4,0,1,3,0,0
6488,0,2,0,0,10,0,0,5,20,1,0,1,19,1,0,10,2,0,5,1,5,0,6,1,1,3,14,3
3129,0,6,1,0,1,0,0,0,22,1,0,1,59,0,0,1,0,0,1,0,0,3,2,1,1,3,0,0
6785,0,3,0,0,8,0,0,9,22,1,1,1,5,1,0,8,2,0,8,2,9,3,7,1,1,3,0,0
5190,0,2,1,0,4,0,0,0,22,1,0,1,53,0,0,4,0,0,6,1,0,3,25,1,1,3,1,0
5281,0,2,0,0,7,0,0,2,22,1,0,1,123,0,0,7,1,0,8,2,2,3,13,0,1,3,12,0
4897,0,2,0,0,7,0,0,5,22,1,0,1,32,0,0,7,1,0,6,1,5,3,15,1,1,3,0,0
6807,0,2,0,0,7,0,0,7,22,1,1,1,8,0,0,7,1,0,9,2,7,3,18,1,1,3,0,0
3171,0,5,1,0,4,0,0,3,22,1,1,1,64,1,0,4,0,0,6,1,3,3,61,1,1,3,0,0
1237,0,3,0,0,4,0,0,2,22,1,1,1,115,0,0,4,0,0,3,0,2,3,10,0,1,3,0,0
6361,0,2,0,0,5,0,0,8,22,1,0,1,136,1,0,5,1,0,6,1,8,3,3,1,1,3,6,0
1366,0,5,1,0,6,0,0,17,20,1,0,1,37,0,0,6,1,0,1,0,17,0,14,1,1,3,0,0
3181,0,3,0,0,6,0,0,14,24,1,0,1,166,0,0,6,1,0,7,1,14,0,2,1,1,3,1,0
643,0,2,1,0,4,0,0,2,19,1,0,1,2,1,0,4,0,0,6,1,2,0,6,1,1,3,5,1
622,1,1,1,0,10,0,0,2,22,1,0,1,5,0,0,10,2,0,7,1,2,2,2,1,1,3,3,0
616,0,2,1,0,2,0,0,2,24,1,1,1,70,0,0,2,0,0,2,0,2,0,2,0,1,3,1,0
3952,0,3,0,0,9,0,0,2,22,1,0,1,54,0,0,9,2,0,5,1,2,3,67,1,1,3,2,0
1300,0,3,0,0,9,0,0,5,19,1,0,1,119,0,0,9,2,0,6,1,5,0,8,1,1,3,1,0
893,0,2,1,0,10,0,0,0,22,1,0,1,81,0,0,10,2,0,5,1,0,3,21,1,1,3,11,2
956,0,2,0,0,7,0,1,10,22,1,0,1,65,0,0,7,1,0,5,1,10,2,33,1,1,3,1,0
2996,0,5,0,0,4,0,0,0,22,1,0,1,65,0,0,4,0,0,1,0,0,3,30,1,1,3,0,0
1554,1,2,0,0,10,0,3,2,22,1,0,1,106,0,0,10,2,0,9,2,2,2,3,0,1,3,0,0
6666,0,3,1,0,7,0,0,0,22,1,1,1,8,0,0,7,1,0,4,0,0,3,36,1,1,3,0,0
837,0,6,0,0,7,0,0,4,22,1,1,1,70,0,0,7,1,0,7,1,4,3,4,1,1,3,1,0
6162,1,2,1,0,5,0,0,1,22,1,0,1,2,1,0,5,1,0,5,1,1,3,31,1,1,3,0,0
3546,1,3,0,0,9,0,0,0,22,1,0,1,5,0,0,9,2,0,7,1,0,3,20,0,1,3,2,0
3511,1,3,1,0,6,0,0,3,20,1,0,1,127,0,0,6,1,0,7,1,3,0,29,0,1,3,2,0
3630,0,3,1,0,8,0,0,4,22,1,0,1,14,0,0,8,2,0,8,2,4,3,5,0,1,3,0,0
5104,1,3,1,0,7,0,0,9,22,1,0,1,5,0,0,7,1,0,5,1,9,3,2,1,1,3,1,0
6585,0,3,1,0,2,0,0,0,22,1,1,1,62,0,0,2,0,0,1,0,0,3,58,1,1,3,0,0
5411,0,2,1,0,7,0,0,5,22,1,1,1,2,1,0,7,1,0,5,1,5,3,13,1,1,3,1,0
2646,0,3,0,0,3,0,0,1,97,3,0,1,165,0,0,3,0,0,2,0,1,0,93,1,0,2,1,0
5865,0,2,1,0,5,0,2,1,21,1,0,1,72,0,0,5,1,0,6,1,1,0,8,1,1,2,4,1
2042,0,2,0,0,10,0,0,1,22,1,0,1,10,0,0,10,2,0,10,2,1,1,6,1,1,2,2,0
4649,0,2,0,0,5,0,0,10,21,1,0,1,5,0,0,5,1,0,3,0,10,0,4,1,1,2,42,10
3553,0,5,1,0,1,0,0,9,20,1,1,1,12,0,0,1,0,0,1,0,9,0,9,1,1,2,3,0
4888,0,3,0,0,8,0,0,1,22,1,0,1,13,0,0,8,2,0,8,2,1,2,7,1,1,2,3,0
7187,0,5,1,0,4,0,0,14,20,1,0,1,5,0,0,4,0,0,2,0,14,0,12,1,1,2,5,1
2332,0,2,0,0,6,0,0,1,20,1,0,1,125,0,0,6,1,0,8,2,1,0,3,0,1,2,6,0
659,0,2,0,0,6,0,0,2,21,1,1,1,8,0,0,6,1,0,4,0,2,0,25,1,1,2,2,0
3299,0,2,0,0,7,0,0,1,21,1,0,1,9,0,0,7,1,0,8,2,1,0,29,1,1,2,1,0
2269,0,2,0,0,3,0,0,9,22,1,0,1,65,0,0,3,0,0,4,0,9,1,8,1,1,2,0,0
1987,1,4,0,0,8,1,0,11,22,1,0,1,32,0,0,8,2,0,5,1,11,1,7,1,1,2,1,0
2277,0,2,1,0,5,0,1,1,22,1,0,1,133,0,0,5,1,0,4,0,1,0,0,1,1,2,4,0
1607,0,5,1,0,4,0,0,3,22,1,0,1,82,0,0,4,0,0,1,0,3,1,12,0,1,2,8,0
6436,0,2,0,0,5,0,0,2,22,1,0,1,2,1,0,5,1,0,6,1,2,2,38,0,1,2,5,0
903,0,2,1,0,4,0,0,4,18,1,1,1,96,1,0,4,0,0,4,0,4,0,69,1,0,2,0,0
3233,0,2,0,0,8,1,1,3,22,1,1,1,9,0,0,8,2,0,8,2,3,2,24,1,1,2,16,4
876,0,2,1,0,8,1,0,1,22,1,0,1,9,0,0,8,2,0,6,1,1,2,7,0,1,2,11,0
3228,0,3,0,0,10,0,0,9,22,1,0,1,9,0,0,10,2,0,5,1,9,2,9,1,1,2,0,0
3290,0,2,1,0,9,0,1,0,22,1,0,1,2,1,0,9,2,0,9,2,0,2,45,1,1,2,0,0
2528,0,2,0,0,3,0,0,1,22,1,0,1,8,0,0,3,0,0,6,1,1,1,60,1,1,2,3,0
684,0,3,0,0,9,0,0,15,37,1,0,1,6,0,0,9,2,0,4,0,15,0,18,1,1,2,1,0
6669,0,4,1,0,7,0,0,0,22,1,0,1,37,0,0,7,1,0,2,0,0,2,3,1,1,2,1,0
79,0,2,1,0,7,0,0,1,19,1,0,1,19,1,0,7,1,0,8,2,1,0,23,1,1,2,1,2
3682,0,3,1,0,6,0,0,0,22,1,1,1,59,0,0,6,1,0,8,2,0,2,25,1,1,2,0,0
1056,0,2,0,0,8,0,0,5,22,1,0,1,104,0,0,8,2,0,5,1,5,2,17,0,1,2,2,0
2189,0,2,0,1,3,0,0,1,19,1,0,1,20,1,0,3,0,0,7,1,1,0,5,1,1,2,9,2
4308,0,2,0,0,2,0,0,0,22,1,0,1,2,1,0,2,0,0,4,0,0,2,9,1,1,2,5,1
6699,1,2,1,0,8,0,0,0,22,1,0,1,29,0,0,8,2,0,9,2,0,2,6,1,1,2,2,0
1075,0,4,0,0,3,0,0,1,22,1,0,1,93,1,0,3,0,0,1,0,1,2,6,1,1,2,4,1
7108,0,3,0,0,7,0,0,4,22,1,1,1,5,0,0,7,1,0,6,1,4,2,10,1,1,2,17,4
5847,0,2,0,0,3,0,0,2,21,1,0,1,82,1,0,3,0,0,5,1,2,0,2,0,1,2,1,0
5127,0,3,1,0,8,0,0,13,22,1,0,1,82,1,0,8,2,0,3,0,13,2,5,1,1,2,8,2
4413,0,2,1,1,9,0,0,1,24,1,0,1,53,0,0,9,2,0,10,2,1,0,2,0,1,2,10,0
5136,0,2,0,0,9,1,0,2,20,1,1,1,12,0,0,9,2,0,7,1,2,0,30,1,1,2,2,0
5886,1,2,0,0,6,0,0,1,22,1,1,1,32,0,0,6,1,0,4,0,1,1,29,1,1,2,0,0
2230,0,4,0,0,1,0,0,3,20,1,1,1,18,0,0,1,0,0,1,0,3,0,2,1,1,2,1,0
4445,1,4,0,0,9,1,1,21,22,1,1,1,8,0,0,9,2,0,6,1,21,2,16,1,1,2,0,0
4642,0,2,0,0,7,0,0,3,22,1,0,1,7,0,0,7,1,0,10,2,3,2,3,1,1,2,15,3
3344,0,3,0,0,3,0,0,3,22,1,0,1,14,1,0,3,0,0,2,0,3,1,20,1,1,2,0,0
716,0,2,1,0,2,0,0,1,22,1,0,1,79,1,0,2,0,0,3,0,1,2,19,1,1,2,1,0
4647,0,4,1,0,6,0,0,4,22,1,1,1,171,1,0,6,1,0,4,0,4,2,15,1,1,2,0,0
954,0,3,0,0,8,0,0,5,21,1,1,1,68,0,0,8,2,0,3,0,5,0,10,0,1,2,2,0
4551,0,2,0,0,9,0,0,2,22,1,0,1,30,0,0,9,2,0,9,2,2,2,23,1,1,2,0,0
2119,0,2,0,0,10,0,1,11,17,1,0,1,41,0,0,10,2,0,7,1,11,0,63,1,1,2,0,0
1972,0,2,0,2,8,0,0,2,21,1,0,1,17,0,0,8,2,0,9,2,2,0,24,0,1,2,0,2
3071,0,3,1,0,10,0,0,0,22,1,1,1,184,0,0,10,2,0,5,1,0,1,32,1,1,2,0,0
1672,0,4,1,0,9,0,0,13,22,1,0,1,106,0,0,9,2,0,8,2,13,2,3,1,1,2,0,0
4152,0,2,0,0,5,0,0,2,22,1,1,1,7,0,0,5,1,0,3,0,2,1,1,1,1,2,1,0
3155,0,3,0,0,8,0,0,6,19,1,1,1,2,1,0,8,2,0,5,1,6,0,7,0,0,2,2,0
1383,0,2,1,0,6,0,0,1,22,1,1,1,17,0,0,6,1,0,5,1,1,2,10,0,1,2,3,0
4138,0,3,1,0,6,0,0,9,22,1,0,1,2,1,0,6,1,0,4,0,9,30,31,1,1,2,0,3
492,0,2,1,0,9,0,0,6,19,1,0,1,37,0,0,9,2,0,8,2,6,0,13,1,1,2,3,0
597,0,3,0,0,8,0,0,3,21,1,1,1,9,0,0,8,2,0,3,0,3,0,57,1,1,2,0,0
1837,0,2,0,0,4,0,0,1,22,1,0,1,8,0,0,4,0,0,5,1,1,2,69,1,0,2,0,0
1836,0,4,0,2,9,0,0,19,21,1,1,1,42,1,0,9,2,0,6,1,19,0,12,1,1,2,4,1
327,0,2,0,0,9,1,0,2,22,1,0,1,9,1,0,9,2,0,9,2,2,2,6,1,1,2,3,0
6968,0,2,1,0,2,0,0,0,22,1,1,1,53,0,0,2,0,0,4,0,0,2,28,1,1,2,0,0
585,0,2,0,1,10,0,0,10,27,1,0,1,29,0,0,10,2,0,5,1,10,0,6,1,1,2,1,0
1524,0,2,0,0,6,0,0,4,22,1,0,1,14,1,0,6,1,0,5,1,4,2,7,1,1,2,0,0
6031,0,4,0,0,8,0,0,3,29,1,0,1,82,0,0,8,2,0,3,0,3,0,8,1,1,2,1,0
3905,0,3,0,0,9,0,0,6,22,1,0,1,2,1,0,9,2,0,7,1,6,2,6,1,1,2,2,0
3906,0,2,0,0,7,0,0,1,21,1,0,1,18,0,0,7,1,0,8,2,1,0,2,0,1,2,3,2
498,1,2,0,0,5,0,0,2,26,1,0,1,30,0,0,5,1,0,4,0,2,0,4,0,1,2,0,0
3916,0,5,1,0,1,0,0,6,23,1,1,1,207,0,0,1,0,0,1,0,6,0,0,0,1,2,27,0
2821,0,2,0,0,7,1,0,14,24,1,1,1,3,1,0,7,1,0,8,2,14,0,2,1,1,2,1,0
400,0,2,0,0,9,0,1,0,22,1,1,1,32,0,0,9,2,0,7,1,0,2,32,0,1,2,0,0
386,0,3,0,0,9,0,0,23,22,1,0,1,50,0,0,9,2,0,4,0,23,2,2,1,1,2,4,1
6228,0,2,0,0,9,0,0,0,22,1,1,1,17,0,0,9,2,0,6,1,0,1,41,1,1,2,0,0
6169,0,3,0,0,6,0,0,1,22,1,1,1,14,0,0,6,1,0,3,0,1,2,10,1,1,2,10,2
3027,0,3,0,0,8,0,0,2,22,1,0,1,2,1,0,8,2,0,6,1,2,2,7,1,1,2,1,0
5994,0,2,1,0,6,0,0,5,23,2,0,1,21,0,0,6,1,0,4,0,5,0,1,1,1,2,1,0
5987,0,2,0,0,3,0,0,0,22,1,0,1,2,1,0,3,0,0,3,0,0,1,9,1,1,2,10,2
4761,1,3,1,0,6,0,0,5,19,1,1,1,221,0,0,6,1,0,4,0,5,0,35,1,1,2,0,0
1903,1,5,0,0,7,0,0,21,31,1,0,1,53,0,0,7,1,0,1,0,21,0,11,0,1,2,2,0
3956,0,2,1,0,7,0,0,2,22,1,0,1,79,1,0,7,1,0,6,1,2,1,2,0,1,2,2,0
4770,1,2,0,0,9,0,0,5,19,1,0,1,10,0,0,9,2,0,6,1,5,0,12,1,1,2,0,0
2851,0,4,0,0,1,0,0,4,22,1,0,1,176,0,0,1,0,0,1,0,4,1,37,1,1,2,0,0
1316,0,3,0,0,7,0,0,0,22,1,0,1,54,0,0,7,1,0,3,0,0,2,2,1,1,2,0,0
1602,1,5,1,0,7,0,0,5,22,1,1,1,134,0,0,7,1,0,1,0,5,2,54,1,1,2,5,1
1663,0,4,1,0,1,0,0,1,22,1,0,1,10,0,0,1,0,0,1,0,1,2,27,1,1,2,10,2
1626,0,3,0,0,5,0,0,1,22,1,0,1,135,1,0,5,1,0,5,1,1,2,37,1,1,2,2,0
1584,0,5,1,0,5,0,0,5,19,1,0,1,32,0,0,5,1,0,2,0,5,0,8,1,1,2,0,0
1912,0,2,0,0,9,0,0,6,22,1,0,1,9,0,0,9,2,0,9,2,6,2,2,1,1,2,33,8
5554,0,2,0,0,2,0,0,1,21,1,0,1,8,0,0,2,0,0,4,0,1,0,62,1,1,2,2,0
5115,0,2,0,0,8,1,1,8,22,1,0,1,8,0,0,8,2,0,7,1,8,1,18,1,1,1,0,0
2326,0,2,1,0,6,0,1,0,22,1,0,1,10,1,0,6,1,0,7,1,0,0,25,1,1,1,1,0
4375,0,2,1,0,5,0,0,2,21,1,1,1,95,0,0,5,1,0,7,1,2,0,61,1,1,1,0,0
3953,0,2,0,0,3,0,0,0,27,1,0,1,10,0,0,3,0,0,5,1,0,0,5,1,1,1,0,0
5673,0,3,1,0,2,0,0,3,25,1,0,1,22,0,0,2,0,0,1,0,3,0,4,1,1,1,0,0
5055,0,2,0,0,7,0,1,2,22,1,0,1,10,1,0,7,1,0,9,2,2,1,1,0,1,1,15,0
5343,0,2,0,0,8,0,0,1,22,1,1,1,6,0,0,8,2,0,6,1,1,1,5,1,1,1,11,2
5412,1,2,1,0,6,0,0,7,22,1,0,1,45,0,0,6,1,0,3,0,7,0,21,1,1,1,1,0
3683,0,3,0,0,8,0,0,6,22,1,0,1,198,1,0,8,2,0,6,1,6,1,2,1,1,1,35,0
4552,0,2,0,0,9,0,0,3,22,1,0,1,35,1,0,9,2,0,5,1,3,1,32,1,1,1,30,0
2407,1,4,1,0,7,0,0,12,19,1,0,1,2,1,0,7,1,0,5,1,12,0,34,1,1,1,0,0
4406,0,3,0,0,7,0,0,2,22,1,0,1,53,0,0,7,1,0,6,1,2,1,0,1,1,1,0,0
3663,0,2,1,0,10,0,0,3,22,1,1,1,5,0,0,10,2,0,6,1,3,1,19,0,1,1,0,0
4525,0,3,0,0,7,1,0,9,22,1,0,1,10,1,0,7,1,0,2,0,9,0,40,1,1,1,2,0
2948,1,2,0,1,10,0,0,1,57,1,0,1,32,0,0,10,2,0,9,2,1,0,24,1,1,1,0,0
5750,1,2,0,0,7,0,0,6,24,1,0,1,12,0,0,7,1,0,6,1,6,0,2,0,1,1,4,0
4732,0,4,1,0,4,0,0,6,22,1,0,1,17,0,0,4,0,0,1,0,6,1,1,1,1,1,7,1
2964,1,3,0,0,6,0,0,3,22,1,0,1,2,1,0,6,1,0,3,0,3,1,14,1,1,1,0,0
4429,0,3,0,4,9,0,0,12,22,1,0,1,216,0,0,9,2,0,6,1,12,1,19,1,1,1,2,0
3507,0,5,1,0,9,0,0,16,22,1,0,1,80,0,0,9,2,0,4,0,16,0,1,1,1,1,1,0
5341,0,2,0,0,5,0,1,1,22,1,0,1,238,0,0,5,1,0,4,0,1,0,41,1,1,1,0,0
2976,0,2,0,0,5,0,0,2,22,1,1,1,2,1,0,5,1,0,6,1,2,0,25,1,1,1,4,1
4778,0,3,0,0,6,0,0,3,22,1,0,1,32,0,0,6,1,0,2,0,3,0,11,1,1,1,0,0
5441,0,3,0,0,5,0,0,8,22,1,0,1,80,0,0,5,1,0,2,0,8,1,68,1,0,1,0,0
5776,0,2,0,0,6,0,1,2,22,1,0,1,8,0,0,6,1,0,6,1,2,0,5,1,1,1,0,0
2389,0,3,1,0,7,0,0,11,22,1,0,1,10,0,0,7,1,0,9,2,11,1,4,1,1,1,3,0
3651,1,2,0,0,7,0,0,9,22,1,0,1,123,0,0,7,1,0,5,1,9,1,41,1,1,1,0,0
2985,0,4,0,0,6,0,0,2,25,1,1,1,32,1,0,6,1,0,5,1,2,0,4,1,1,1,0,0
2865,0,2,0,0,3,0,0,3,22,1,1,1,178,0,0,3,0,0,3,0,3,1,12,1,1,1,3,0
3525,0,2,0,0,9,0,0,0,22,1,0,1,80,0,0,9,2,0,8,2,0,0,22,1,1,1,3,0
5741,0,5,0,0,5,0,0,0,22,1,0,1,5,0,0,5,1,0,1,0,0,0,22,1,1,1,0,0
3887,1,2,1,0,7,0,0,1,22,1,0,1,10,0,0,7,1,0,3,0,1,1,67,1,0,1,0,0
3427,0,2,0,0,9,0,0,0,22,1,0,1,7,1,0,9,2,0,6,1,0,1,2,1,1,1,0,0
2654,0,3,1,0,8,0,0,3,21,1,0,1,53,0,0,8,2,0,7,1,3,0,27,0,1,1,0,1
5530,0,5,0,0,5,0,0,16,22,1,1,1,82,0,0,5,1,0,2,0,16,1,8,1,1,1,24,5
4224,0,2,1,0,6,0,0,4,22,1,1,1,7,1,0,6,1,0,3,0,4,0,3,0,1,1,0,0
2621,0,4,0,0,5,0,0,0,22,1,0,1,82,0,0,5,1,0,2,0,0,0,1,1,1,1,2,0
4215,1,2,1,0,7,0,0,1,22,1,0,1,22,0,0,7,1,0,5,1,1,1,20,0,1,1,6,0
3157,0,3,0,0,3,0,0,8,22,1,0,1,5,0,0,3,0,0,3,0,8,1,5,1,1,1,2,0
5533,1,3,1,0,6,0,0,7,22,1,0,1,243,0,0,6,1,0,2,0,7,0,1,1,1,1,4,1
4859,1,2,1,0,10,0,0,9,22,1,1,1,21,0,0,10,2,0,8,2,9,1,0,1,1,1,5,1
3177,0,3,0,0,8,0,0,6,22,1,0,1,189,1,0,8,2,0,9,2,6,1,7,0,1,1,25,0
3183,0,5,1,0,3,0,0,3,21,1,0,1,30,0,0,3,0,0,1,0,3,0,12,0,1,1,2,0
3854,1,2,1,0,7,0,0,2,22,1,0,1,9,0,0,7,1,0,4,0,2,1,7,1,1,1,15,0
5593,0,2,0,1,9,4,0,10,22,1,0,1,71,0,0,9,2,0,9,2,10,0,6,1,1,1,1,0
3266,0,2,1,0,4,0,0,1,22,1,0,1,54,0,0,4,0,0,4,0,1,1,1,1,1,1,0,0
5265,0,4,0,0,8,0,0,8,22,1,1,1,75,1,0,8,2,0,5,1,8,1,52,1,1,1,0,0
4662,0,3,1,0,1,0,0,4,28,1,1,1,218,1,0,1,0,0,1,0,4,0,7,0,1,1,15,0
3242,0,2,1,0,4,0,0,0,22,1,1,1,53,0,0,4,0,0,5,1,0,1,4,1,1,1,0,0
2686,0,2,1,0,8,0,0,3,22,1,1,1,167,0,0,8,2,0,7,1,3,1,10,1,1,1,0,0
4161,0,3,0,0,1,0,0,3,20,1,0,1,2,1,0,1,0,0,2,0,3,0,44,1,1,1,2,0
3194,0,5,0,0,3,0,0,3,21,1,0,1,8,0,0,3,0,0,2,0,3,0,65,1,0,1,0,0
3199,0,2,1,0,8,0,0,9,21,1,0,1,37,0,0,8,2,0,8,2,9,0,4,1,1,1,11,2
4669,0,2,0,0,10,0,0,3,22,1,0,1,25,1,0,10,2,0,8,2,3,1,4,1,1,1,1,0
2620,0,2,0,0,9,0,1,12,22,1,1,1,59,0,0,9,2,0,4,0,12,1,23,0,1,1,0,0
5597,1,5,1,0,1,0,0,7,21,1,1,1,107,0,0,1,0,0,1,0,7,0,39,1,1,1,0,0
