,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
13534,4,1,3,1,4,0,0,0,0,0,0,-63,-81,-80,-64,-80,-45,0,0,0,0,0,0,0
13535,4,1,3,2,5,0,0,0,0,0,0,-61,-76,-77,-61,-79,-44,0,0,0,0,0,0,0
13536,19,0,1,2,3,0,0,0,0,0,0,-67,-82,-79,-64,-80,-45,1,0,0,0,0,0,0
13537,16,1,2,1,3,-1,-1,-1,0,0,-1,-69,-84,-80,-65,-81,-46,0,0,0,0,1,0,0
13538,4,0,1,2,2,0,0,0,0,0,0,-61,-76,-77,-62,-77,-46,0,0,0,0,0,4,0
13539,43,1,3,1,4,0,-1,-1,-1,-1,-1,-52,-85,-81,-67,-82,-46,0,0,0,0,0,28,1
13540,9,1,2,1,2,-1,-1,-2,-2,-2,-2,-68,-85,-81,-67,-83,-47,0,0,0,0,0,0,0
13541,4,1,3,2,4,0,0,0,2,0,0,-65,-80,-78,-61,-77,-42,0,0,0,0,0,0,1
13542,21,1,1,1,4,0,0,0,0,0,0,-55,-72,-74,-54,-71,-38,0,0,0,0,0,0,0
13543,14,0,3,2,4,-2,-2,-2,-2,-2,-2,-69,-83,-81,-67,-82,-44,1,0,0,0,4,0,0
13544,1,1,1,2,2,1,-2,-2,-2,-1,0,-69,-85,-81,-67,-80,-42,0,0,0,2,4,6,0
13545,15,0,2,1,3,1,2,2,-2,-2,-2,-62,-80,-81,-67,-83,-47,0,0,0,0,0,0,0
13546,4,1,1,2,2,0,0,0,-1,-1,-1,-62,-77,-79,-64,-82,-47,0,0,1,0,0,0,0
13547,12,0,3,1,4,0,0,-2,-2,-2,-2,-52,-85,-81,-67,-83,-47,0,0,0,0,0,0,0
13548,1,1,2,2,3,0,0,0,0,0,-2,-67,-82,-79,-61,-83,-47,0,0,0,0,0,0,1
13549,19,0,2,1,3,-2,-2,-2,-2,-2,-2,-64,-85,-80,-64,-83,-47,0,0,1,0,0,0,0
13550,1,0,1,2,2,-2,-2,-2,-2,-2,-2,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,0
13551,29,0,1,1,3,-1,-1,-1,-2,-1,-1,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,0
13552,11,0,1,2,2,0,0,2,0,0,0,-51,-65,-70,-48,-66,-36,0,0,0,0,0,0,1
13553,35,0,1,2,2,-1,-1,-1,0,0,-1,-69,-85,-62,-53,-73,-39,0,10,0,0,11,2,0
13554,13,1,1,3,5,0,0,0,0,0,0,-45,-59,-72,-55,-66,-34,0,0,0,3,0,0,0
13555,20,0,2,2,2,0,0,0,0,0,0,-56,-74,-74,-53,-68,-34,0,0,1,0,2,0,1
13556,19,1,1,2,3,-2,-2,-2,-2,-2,-2,-69,-85,-81,-67,-83,-47,0,0,0,0,0,0,0
13557,12,0,1,2,2,0,0,0,0,0,0,-64,-79,-78,-62,-78,-43,0,0,0,0,0,0,1
13558,23,0,2,1,4,-1,-1,-2,-2,-2,-2,-69,-85,-81,-67,-83,-47,0,0,0,0,0,0,1
13559,7,1,3,1,6,0,0,0,-1,-1,-1,-65,-82,-80,-66,-82,-47,0,0,0,0,0,0,0
13560,49,0,1,2,3,1,-2,-2,-2,-2,-2,-69,-85,-81,-67,-83,-47,0,0,0,0,0,0,1
13561,31,1,1,1,4,2,4,3,2,2,2,-10,-22,-46,-8,-18,0,0,0,0,3,0,2,1
13562,20,0,1,2,5,0,0,0,-2,-2,-2,-34,-81,-81,-67,-83,-47,0,0,0,0,0,0,0
13563,19,0,2,1,4,-2,-2,-2,-2,-2,-2,-69,-85,-81,-67,-83,-47,0,0,0,0,0,0,1
13564,4,1,1,2,3,2,0,0,0,0,2,-67,-83,-79,-63,-78,-43,0,0,0,0,0,0,0
13565,33,0,1,1,3,-1,-1,-1,0,0,-1,-69,-83,-80,-65,-81,-46,1,0,0,0,1,0,0
13566,23,1,2,1,6,-1,-1,0,0,-1,2,-69,-85,-81,-66,-82,-47,0,0,0,0,0,0,0
13567,23,0,1,2,2,0,0,0,0,0,0,-61,-78,-78,-63,-79,-45,0,0,0,0,0,0,0
13568,4,1,2,1,4,0,0,0,0,0,0,-64,-76,-76,-63,-79,-44,2,0,0,0,0,0,0
13569,4,1,3,1,5,2,2,2,0,0,0,-66,-82,-80,-64,-79,-44,0,0,0,0,0,0,0
13570,1,0,2,2,4,0,0,-1,2,2,2,-67,-84,-81,-67,-82,-47,0,0,0,0,0,0,1
13571,50,1,1,1,3,-2,-1,0,0,-2,-1,-69,-85,-81,-67,-83,-31,0,0,0,0,23,0,0
13572,21,0,1,2,2,1,-2,-1,-1,-1,-1,-69,-85,-81,-67,-82,-47,0,0,0,0,0,1,0
13573,21,0,2,2,3,-1,-1,-1,-1,0,0,-69,-85,-81,-65,-78,-43,0,0,2,3,0,0,0
13574,5,1,1,2,3,0,0,0,0,0,0,-62,-79,-78,-62,-77,-43,0,0,0,0,0,0,0
13575,3,0,2,2,2,2,2,2,2,2,2,-68,-84,-80,-65,-80,-45,0,0,0,0,0,0,1
13576,4,1,1,2,6,0,0,0,0,0,0,-61,-82,-79,-63,-80,-45,0,0,0,0,0,0,0
13577,35,0,1,1,4,-1,-1,2,2,-2,-2,-69,-85,-81,-67,-83,-47,0,0,0,0,0,0,1
13578,11,1,1,1,5,1,-2,-2,-1,0,-1,-69,-85,-82,-67,-82,-47,0,0,0,0,0,0,1
13579,1,1,3,2,2,0,0,-1,0,0,0,-67,-86,-79,-63,-79,-44,0,1,0,0,0,0,0
13580,2,1,2,1,3,0,0,0,-2,-2,-2,-63,-79,-81,-67,-83,-47,0,1,0,0,0,0,0
13581,10,0,1,2,2,-1,-1,-1,-1,-1,-1,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,0
13582,16,0,2,2,3,0,0,0,0,0,0,-40,-53,-69,-53,-68,-35,0,0,0,0,0,0,0
13583,17,1,2,1,4,-1,2,2,-2,-2,-2,-69,-85,-81,-67,-83,-47,0,0,0,0,0,0,0
13584,4,0,2,2,2,1,2,2,0,0,2,-62,-77,-77,-60,-75,-41,0,0,0,0,0,0,0
13585,17,0,1,2,2,-1,-1,-1,-1,-1,-1,-61,-84,-81,-64,-82,-47,0,0,1,0,0,3,0
13586,7,0,2,1,5,0,0,0,-1,0,-1,-60,-83,-80,-66,-82,-47,0,0,0,0,0,0,0
13587,1,0,1,1,3,0,0,0,0,0,0,-69,-84,-80,-65,-80,-44,0,0,0,0,0,0,0
13588,2,0,3,1,5,0,0,0,0,0,0,-66,-82,-79,-63,-79,-47,0,0,0,0,0,0,0
13589,7,1,2,2,2,-1,-1,0,0,0,0,-68,-69,-73,-57,-73,-39,8,0,0,0,0,0,0
13590,19,1,1,1,5,-2,-1,-1,-1,-1,-1,-69,-85,-81,-66,-83,-47,0,0,0,0,0,1,0
13591,11,0,2,1,4,0,0,0,0,0,0,-49,-63,-69,-46,-61,-31,0,0,0,0,0,0,0
13592,15,0,5,1,5,0,0,0,0,0,0,-34,-46,-59,-53,-69,-36,0,0,0,0,0,0,0
13593,49,0,1,1,4,-1,-1,0,0,0,-1,-69,-83,-75,-56,-83,-45,1,2,0,0,2,0,0
13594,4,0,2,2,2,0,0,0,0,0,2,-61,-78,-78,-61,-76,-44,0,0,0,0,0,0,0
13595,4,0,2,1,3,0,0,0,0,0,0,-62,-77,-76,-61,-77,-42,0,0,0,0,0,0,0
13596,19,1,1,2,4,0,0,2,0,0,0,-65,-81,-79,-63,-78,-44,0,0,0,0,0,0,0
13597,2,1,2,2,2,0,0,0,2,0,0,-68,-84,-80,-65,-80,-45,0,0,0,0,0,0,1
13598,18,0,2,1,3,1,-2,-2,-2,-2,-2,-70,-86,-82,-67,-83,-47,0,0,0,0,0,0,0
13599,11,0,2,1,4,0,0,0,-1,2,0,-67,-82,-81,-66,-81,-44,1,0,0,0,2,0,0
13600,2,0,3,2,3,0,0,0,0,0,0,-65,-84,-78,-62,-80,-47,0,1,0,0,0,0,0
13601,2,0,3,2,2,-1,-1,0,0,0,-1,-69,-85,-80,-64,-80,-47,0,0,0,0,0,0,0
13602,30,1,1,2,3,0,0,2,0,0,0,-61,-76,-76,-57,-77,-42,0,0,0,0,0,0,0
13603,2,0,2,1,3,0,0,0,0,0,0,-65,-80,-78,-62,-78,-44,0,0,0,0,0,0,1
13604,43,1,1,2,5,2,0,0,0,0,0,4,-7,-37,7,-2,22,1,0,1,2,11,5,1
13605,4,0,1,2,2,3,2,2,2,2,2,-64,-79,-78,-60,-75,-41,0,0,0,0,0,0,1
13606,6,1,2,2,3,0,0,0,-1,0,0,-57,-74,-80,-66,-77,-42,0,0,0,4,0,0,0
13607,25,0,1,2,3,0,0,0,0,0,0,-38,-54,-70,-46,-67,-35,0,0,0,0,0,0,0
13608,31,1,1,1,4,-1,-1,-1,0,0,0,-68,-82,-74,-55,-74,-42,2,4,0,0,0,12,0
13609,20,0,2,1,3,0,0,0,0,0,0,-47,-65,-72,-51,-69,-37,0,0,0,0,0,0,0
13610,27,0,1,1,2,0,0,0,0,0,0,-59,-74,-75,-55,-71,-38,0,0,0,0,0,0,0
13611,13,1,1,2,3,0,0,0,0,0,0,-55,-70,-73,-54,-69,-35,0,0,0,0,1,0,0
13612,1,0,3,2,2,0,0,0,0,0,0,-67,-83,-80,-64,-80,-45,0,0,0,0,0,0,0
13613,33,1,1,2,2,-1,0,0,0,0,0,-27,-6,-59,-33,-52,-26,1,0,0,0,1,0,1
13614,6,0,3,3,3,0,0,-1,0,-1,0,-63,-79,-80,-64,-82,-46,0,0,0,0,0,0,0
13615,11,0,1,1,5,1,-1,-1,-2,-1,-1,-70,-82,-81,-67,-82,-47,1,0,0,0,0,0,0
13616,5,0,2,2,2,0,0,0,0,0,0,-59,-75,-81,-59,-74,-41,0,0,0,0,0,0,0
13617,2,1,3,2,2,0,0,0,0,0,0,-64,-80,-78,-61,-79,-45,0,0,0,0,0,0,0
13618,2,1,2,2,2,0,0,0,0,0,0,-67,-83,-80,-64,-81,-46,0,0,0,0,0,0,0
13619,7,1,1,1,2,0,0,2,2,0,0,-61,-76,-76,-57,-73,-39,0,0,0,0,0,0,1
13620,4,1,2,1,4,0,0,0,0,0,0,-64,-81,-79,-64,-80,-45,0,0,0,0,0,0,0
13621,9,1,3,2,3,0,0,0,0,0,0,-66,-82,-80,-65,-81,-45,0,0,0,0,1,0,0
13622,5,1,2,1,3,-1,0,0,0,0,0,-59,-74,-75,-61,-77,-42,0,0,0,0,0,0,0
13623,1,0,2,2,2,-1,5,4,3,2,2,-69,-85,-81,-66,-82,-46,0,0,0,0,0,0,1
13624,27,0,1,1,4,-2,-1,0,0,-2,-2,-69,-84,-77,-67,-82,-46,0,1,0,0,0,4,0
13625,24,0,3,2,4,-2,-2,-2,-2,-2,-2,-68,-80,-81,-66,-82,-47,3,0,0,0,0,0,0
13626,3,1,2,1,4,0,0,-1,-1,-1,-1,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,0
13627,2,0,1,2,2,1,2,2,2,0,0,-64,-80,-78,-61,-78,-43,0,0,0,0,0,0,0
13628,4,1,1,1,5,0,0,0,0,0,0,-62,-78,-81,-65,-81,-46,0,0,0,0,0,0,0
13629,6,0,3,2,2,0,0,0,-1,0,0,-57,-73,-77,-58,-73,-39,0,0,5,0,0,0,0
13630,12,0,2,1,2,0,0,0,0,0,0,-54,-69,-73,-52,-73,-39,0,0,0,0,1,2,0
13631,5,0,2,2,2,0,0,0,0,0,0,-59,-74,-75,-63,-79,-44,0,0,0,0,0,0,0
13632,19,0,2,1,2,0,0,0,0,0,0,-55,-70,-72,-51,-70,-39,0,0,0,0,0,0,0
13633,9,0,1,2,3,0,0,2,0,0,0,-54,-67,-71,-49,-64,-37,0,0,0,0,1,0,0
13634,18,0,2,2,3,0,0,0,0,0,0,-35,-50,-61,-38,-52,-23,1,0,0,0,1,1,1
13635,1,1,3,1,3,8,7,6,5,4,3,-65,-81,-79,-63,-78,-44,0,0,0,0,0,0,1
13636,22,1,1,2,4,-2,-2,-2,-2,-2,-2,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,1
13637,8,0,2,2,2,0,0,2,0,0,0,-54,-68,-72,-58,-74,-41,0,0,0,0,0,0,0
13638,23,0,1,2,2,0,0,0,0,0,0,-36,-48,-59,-26,-39,-12,1,0,1,1,2,1,0
13639,1,0,2,2,2,2,0,0,0,0,0,-67,-83,-80,-64,-80,-44,0,0,0,0,0,0,1
13640,1,0,3,2,2,2,2,0,0,0,-2,-66,-82,-79,-65,-83,-47,0,0,0,0,0,0,1
13641,4,0,1,2,2,0,0,0,0,0,0,-69,-85,-81,-66,-82,-46,0,0,0,0,0,0,0
13642,22,0,2,2,4,0,0,0,0,0,0,-57,-72,-74,-54,-70,-37,0,0,0,0,1,0,0
13643,42,0,2,1,4,-2,-2,-2,-2,-2,-2,-69,-81,-80,-66,-81,-46,2,0,0,0,1,1,0
13644,4,1,2,1,3,0,0,0,0,0,0,-61,-76,-76,-64,-79,-44,0,0,0,1,0,0,0
13645,22,1,2,2,3,0,0,0,0,0,0,-44,-60,-69,-45,-60,-30,0,0,0,0,1,0,0
13646,23,0,5,2,3,-2,-1,2,0,0,-2,-70,-85,-81,-67,-83,-47,0,0,0,0,0,0,0
13647,11,0,1,2,3,-1,2,-1,-1,-1,-1,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,1
13648,27,0,2,1,2,0,0,0,0,0,0,-25,-39,-56,-33,-67,-39,0,0,0,0,0,3,0
13649,49,1,1,2,2,-1,-1,-1,-1,-1,-1,-68,-85,-79,-59,-81,-42,0,1,4,0,8,2,0
13650,25,1,2,1,5,-2,-2,-2,-2,-2,-2,-69,-85,-81,-67,-83,-47,0,0,0,0,0,0,0
13651,13,0,1,2,3,-1,-1,-1,-1,-1,-1,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,0
13652,30,0,3,2,2,0,0,0,0,0,0,-31,-52,-69,-46,-60,-31,0,0,1,1,2,0,0
13653,4,0,3,1,3,2,2,2,2,0,0,-62,-77,-76,-61,-77,-42,0,0,0,0,0,0,0
13654,4,0,3,1,3,0,0,0,0,0,0,-61,-76,-79,-63,-79,-44,0,0,0,0,0,0,0
13655,2,0,3,2,2,2,2,2,2,2,0,-67,-82,-79,-63,-79,-44,0,0,0,0,0,0,1
13656,19,1,1,1,4,0,0,2,0,0,0,-45,-57,-65,-39,-53,-25,1,0,0,1,1,2,0
13657,7,0,3,2,3,0,0,0,0,-1,-1,-57,-71,-73,-52,-79,-34,0,0,0,2,18,0,0
13658,30,0,3,2,3,-1,-1,-1,-1,-1,-1,-68,-84,-81,-66,-81,-47,0,0,0,0,0,0,0
13659,21,0,2,2,2,0,0,0,0,0,-1,-59,-55,-59,-53,-82,-32,12,3,0,0,21,0,0
13660,7,0,2,2,2,0,0,-2,-2,-1,-1,-63,-85,-81,-67,-82,-46,0,0,0,0,0,0,0
13661,49,0,1,2,3,0,0,0,0,0,0,-60,-75,-75,-59,-74,-41,0,0,0,0,1,1,0
13662,9,0,1,1,3,0,0,0,0,0,0,-57,-72,-74,-53,-68,-35,0,0,0,0,0,0,0
13663,19,1,1,1,3,-1,-1,-1,-1,-1,-1,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,1
13664,1,1,2,2,3,0,0,0,0,-2,-2,-68,-84,-80,-67,-83,-47,0,0,0,0,0,0,0
13665,1,0,2,1,2,0,0,0,0,0,0,-56,-71,-76,-59,-77,-44,0,0,0,0,0,1,0
13666,7,1,2,2,3,0,0,0,0,0,0,-60,-75,-75,-56,-71,-38,0,0,0,0,0,3,0
13667,10,1,2,2,2,0,0,-2,-2,-2,-2,-62,-85,-81,-67,-83,-47,0,0,0,0,0,0,0
13668,9,1,2,1,3,0,0,0,0,0,0,-52,-67,-71,-49,-64,-32,0,0,0,0,1,0,0
13669,39,1,5,1,3,0,-1,-1,-1,-1,-1,-69,-85,-81,-67,-82,-46,0,0,0,0,0,2,0
13670,31,1,1,1,4,-1,-1,-1,-1,-1,-1,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,0
13671,17,1,2,2,2,0,0,0,0,0,0,-45,-61,-67,-44,-61,-31,0,0,0,0,0,0,0
13672,17,0,2,2,2,0,0,2,0,0,0,-69,-84,-81,-66,-82,-46,0,0,0,0,0,0,0
13673,2,0,2,2,2,0,0,0,0,0,0,-64,-80,-78,-63,-79,-45,0,0,0,0,0,0,1
13674,2,1,2,2,3,1,3,2,2,2,2,-67,-83,-80,-64,-80,-45,0,0,0,0,0,0,1
13675,23,0,1,2,4,0,0,0,0,0,0,-28,-40,-57,-28,-42,-16,1,0,1,1,2,5,0
13676,9,0,1,2,2,2,0,0,0,0,0,-56,-72,-74,-54,-69,-36,0,0,0,0,0,0,0
13677,8,1,2,1,5,0,0,0,0,0,0,-55,-69,-72,-61,-77,-42,0,0,0,0,0,0,0
13678,1,1,2,1,2,0,0,0,0,0,0,-66,-82,-79,-63,-79,-47,0,0,0,0,0,0,0
13679,5,1,2,2,2,0,0,2,2,2,2,-63,-78,-77,-59,-74,-40,0,0,0,0,0,0,1
13680,8,1,3,1,3,2,2,2,0,0,0,-64,-80,-78,-61,-79,-45,0,0,0,0,0,0,0
13681,7,0,2,1,4,-1,0,-1,-1,-1,-1,-69,-84,-81,-66,-82,-47,0,0,0,0,0,0,0
13682,49,0,1,1,3,0,0,0,0,0,0,-39,-57,-72,-52,-71,-40,0,0,1,1,0,9,0
13683,42,1,1,2,3,0,0,0,0,-1,0,-55,-68,-71,-68,-23,-2,1,4,0,49,2,2,0
13684,12,1,1,2,2,-1,-1,-1,-1,-1,-1,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,0
13685,49,0,2,1,6,-1,-1,-1,-1,-1,-1,-69,-85,-81,-65,-80,-1,0,0,1,2,70,0,0
13686,34,0,2,1,3,-1,-1,-1,-1,-1,-1,-69,-85,-81,-67,-78,-47,0,0,0,3,0,0,0
13687,31,1,1,2,3,-1,-1,-1,-1,-1,-1,-69,-85,-81,-66,-81,-46,0,0,0,0,0,0,0
13688,15,0,2,2,2,0,0,0,0,0,0,-45,-58,-65,-39,-52,-23,0,0,0,0,1,1,0
13689,10,1,1,2,2,2,0,0,0,2,0,-50,-67,-72,-52,-67,-34,0,0,0,0,0,1,1
13690,5,0,3,3,5,0,0,0,0,0,0,-59,-76,-77,-62,-77,-42,0,0,0,0,0,0,0
13691,25,0,4,2,3,0,0,0,0,0,0,-66,-81,-78,-62,-76,-42,0,0,0,0,0,0,0
13692,4,1,1,1,4,0,0,0,0,0,0,-61,-76,-76,-57,-72,-39,0,0,0,0,0,0,0
13693,26,1,2,2,4,0,0,0,0,0,0,-21,-34,-53,-25,-38,-12,1,0,0,1,1,1,0
13694,20,1,1,1,5,0,0,0,-1,-1,-1,-62,-78,-77,-65,-81,-45,0,0,1,1,2,1,0
13695,1,0,2,1,2,0,0,2,3,3,2,-67,-82,-79,-63,-79,-44,0,0,0,0,0,0,0
13696,2,0,2,2,4,2,2,2,2,2,2,-64,-80,-78,-61,-76,-42,0,0,0,0,0,0,0
13697,49,0,1,1,5,-1,-1,-1,-1,-1,-1,-69,-85,-78,-65,-79,-46,0,1,1,2,0,0,0
13698,35,0,1,2,3,-1,-1,0,0,-1,-1,-65,-85,-81,-66,-82,-46,0,0,0,0,1,1,0
13699,8,1,2,2,3,-1,-1,-1,-1,-1,-1,-69,-85,-81,-67,-81,-47,0,0,0,1,0,0,0
13700,1,0,2,2,2,0,0,0,0,0,-1,-68,-84,-80,-65,-82,-47,0,0,0,0,0,0,0
13701,19,0,2,2,3,0,0,0,0,0,0,-53,-68,-72,-51,-66,-34,0,0,0,0,0,0,0
13702,5,1,2,2,3,1,-2,-2,-1,-1,-1,-70,-86,-81,-67,-82,-47,0,0,0,0,0,0,0
13703,7,1,2,1,4,-1,-1,-1,0,0,0,-68,-85,-81,-66,-81,-43,0,0,0,0,4,0,0
13704,49,1,1,2,3,-2,-1,0,0,0,0,-68,-81,-77,-61,-78,-46,2,1,0,0,0,3,0
13705,4,1,2,1,2,-1,0,0,0,0,0,-61,-76,-76,-58,-73,-39,0,0,0,0,0,0,0
13706,4,0,2,2,2,0,0,0,0,0,0,-62,-78,-77,-62,-77,-42,0,0,0,0,0,0,0
13707,19,0,1,2,3,-1,-1,-1,-1,-1,-1,-69,-83,-81,-43,-82,-47,1,0,13,0,0,0,0
13708,46,1,2,1,4,0,0,0,0,0,0,-18,-33,-57,-30,-47,-27,2,0,1,1,1,1,0
13709,17,0,3,1,4,-1,-1,-1,-1,-1,-1,-68,-85,-80,-65,-82,-47,0,0,1,0,0,0,0
13710,23,1,2,1,3,0,0,0,0,0,-1,-65,-82,-80,-65,-83,-47,0,0,0,0,0,0,0
13711,19,1,1,1,3,2,2,2,2,2,2,-69,-85,-81,-66,-82,-46,0,0,0,0,0,0,1
13712,1,1,2,2,4,8,7,6,5,4,3,-66,-82,-79,-63,-79,-44,0,0,0,0,0,0,1
13713,7,0,2,2,3,0,0,2,0,0,0,-67,-83,-80,-64,-80,-45,0,0,0,0,0,0,1
13714,2,1,2,2,5,0,0,2,2,2,2,-68,-83,-80,-64,-80,-47,0,0,0,0,0,0,0
13715,19,0,1,2,3,-1,-1,-2,-1,0,0,-69,-85,-81,-66,-82,-47,0,0,0,0,0,0,0
13716,9,0,2,1,3,1,2,0,0,0,0,-58,-77,-79,-62,-69,-38,0,0,0,6,0,0,0
13717,6,0,3,1,3,2,2,2,2,2,2,-60,-75,-75,-56,-71,-37,0,0,0,0,0,0,1
13718,13,1,2,1,3,1,-2,-2,-2,-2,-2,-69,-85,-81,-67,-83,-47,0,0,0,0,0,0,0
13719,2,0,2,1,2,2,2,2,3,3,4,-65,-80,-78,-61,-77,-42,0,0,0,0,0,0,0
13720,9,0,2,2,2,0,0,0,0,0,2,-53,-67,-71,-48,-62,-32,0,0,0,1,0,0,1
13721,5,1,2,2,3,0,0,0,0,0,0,-62,-77,-77,-59,-75,-41,0,0,0,0,0,0,0
13722,4,0,1,2,2,-1,-1,2,-1,-1,-1,-68,-85,-81,-67,-82,-46,0,0,0,0,1,0,0
13723,11,0,1,1,3,-2,-2,-2,-2,-2,-2,-69,-85,-81,-67,-83,-47,0,0,0,0,0,0,0
13724,4,1,3,2,2,0,0,-1,-1,-1,-1,-62,-84,-81,-66,-82,-46,0,0,0,0,1,0,0
13725,29,1,2,2,2,0,0,0,0,0,0,-18,-29,-49,-13,-26,-2,1,0,1,1,2,1,0
13726,35,0,1,1,3,-1,-1,-1,0,0,-2,-69,-85,-80,-65,-83,-47,0,0,0,0,0,7,0
13727,3,0,2,1,3,0,0,0,0,0,0,-65,-81,-78,-62,-77,-42,0,0,0,0,0,0,0
13728,18,0,2,2,4,-1,-1,-1,-2,-2,-2,-66,-82,-81,-67,-83,-47,2,0,0,0,0,0,0
13729,2,0,1,2,2,0,0,0,0,0,0,-67,-83,-81,-61,-77,-43,0,0,3,0,0,0,0
13730,27,0,3,2,4,2,2,-1,-1,2,-1,-69,-85,-81,-67,-82,-46,0,0,0,0,0,0,1
13731,2,0,2,2,2,0,0,0,0,0,0,-65,-80,-78,-62,-77,-43,0,0,0,0,0,0,0
13732,49,0,1,1,3,-1,-1,-1,-1,0,0,-37,-83,-81,-14,-26,-2,1,0,31,1,2,1,0
13733,25,0,1,2,3,-1,-1,-1,-1,-1,0,-69,-84,-81,-66,-81,-46,0,0,0,0,0,0,0
13734,5,0,2,1,4,0,0,0,0,0,0,-66,-81,-79,-63,-78,-43,0,0,0,0,0,0,0
13735,6,0,3,1,3,0,0,0,2,0,0,-64,-80,-78,-61,-76,-42,0,0,0,0,0,0,1
13736,2,1,2,2,2,2,2,2,2,2,0,-65,-80,-78,-61,-78,-43,0,0,0,0,1,0,0
13737,29,1,3,1,3,-1,-1,-1,-1,-1,-1,-69,-85,-81,-66,-82,-46,0,0,0,0,0,0,0
13738,2,0,2,2,2,2,2,2,2,2,2,-65,-80,-78,-62,-77,-42,0,0,0,0,0,0,0
13739,3,1,3,2,4,2,2,7,7,7,7,-69,-85,-81,-66,-82,-46,0,0,0,0,0,0,1
13740,7,1,1,2,2,0,0,0,0,0,0,-58,-74,-76,-57,-71,-38,0,0,0,0,0,0,0
13741,4,1,1,2,3,0,0,0,0,0,0,-61,-82,-79,-63,-79,-44,0,0,0,0,0,0,1
13742,8,0,1,1,3,-1,-1,0,0,-1,-1,-69,-83,-80,-59,-82,-46,1,0,3,0,0,0,0
13743,25,1,1,2,2,2,2,2,2,2,2,-69,-85,-81,-66,-82,-46,0,0,0,0,0,0,1
13744,9,0,1,1,5,1,2,2,2,2,2,-65,-80,-78,-61,-76,-42,0,0,0,0,0,0,1
13745,27,1,1,2,3,1,-2,-2,-2,-2,-2,-69,-85,-81,-67,-83,-47,0,0,0,0,0,0,0
13746,7,0,2,1,2,0,0,0,0,-2,-2,-66,-82,-80,-67,-83,-47,0,0,0,0,0,0,0
13747,14,0,2,2,2,0,0,0,0,0,0,-44,-58,-65,-41,-54,-24,0,0,0,0,2,0,0
13748,8,0,2,2,3,-1,0,0,-2,-1,0,-69,-84,-81,-67,-80,-44,0,0,0,2,2,2,0
13749,12,0,1,1,3,-1,2,0,0,0,-1,-68,-84,-80,-64,-81,-46,0,0,0,0,1,0,0
13750,20,1,2,2,3,-1,-1,-1,0,0,-1,-69,-84,-80,-63,-81,-43,0,0,0,0,5,0,0
13751,41,0,1,2,4,-1,0,0,0,0,0,-69,-85,-81,-66,-82,-46,0,0,0,0,0,0,0
13752,49,1,1,2,3,0,0,0,0,-1,-1,-47,-58,-76,-59,-82,-47,2,0,0,0,0,9,0
13753,17,1,1,2,3,1,-2,-2,-2,-1,-1,-70,-86,-81,-67,-82,-47,0,0,0,0,0,0,1
13754,14,0,2,1,3,0,0,2,0,0,0,-45,-58,-66,-41,-55,-26,0,0,0,0,1,0,0
13755,43,1,1,2,3,0,0,0,0,0,0,-61,-75,-76,-58,-73,-39,0,0,0,0,0,0,0
13756,4,1,1,2,2,0,0,0,0,0,0,-61,-76,-77,-63,-79,-44,0,0,0,0,0,0,0
13757,13,1,2,1,2,-1,-1,-1,0,0,-2,-69,-85,-81,-67,-83,-47,0,0,0,0,0,0,1
13758,14,1,1,2,2,0,0,0,0,0,0,-49,-64,-69,-48,-63,-32,0,0,0,0,1,0,0
13759,14,0,2,2,2,2,2,-1,-1,-1,-2,-69,-85,-81,-67,-83,-47,0,0,0,0,0,0,0
13760,47,1,6,2,4,-2,-2,-2,-2,-2,-2,-68,-85,-81,-67,-83,-47,0,0,0,0,0,0,0
13761,9,0,1,2,3,0,0,0,0,0,0,-52,-68,-72,-53,-67,-35,0,0,0,0,0,0,0
13762,30,0,1,2,3,0,0,0,0,0,0,-57,-72,-75,-56,-74,-40,0,0,0,3,0,0,0
13763,27,0,1,2,2,0,0,0,0,0,0,-60,-74,-78,-60,-75,-43,0,0,0,0,0,0,0
13764,5,1,2,2,5,-1,0,0,0,0,0,-68,-83,-80,-64,-80,-44,0,0,0,0,0,0,1
13765,15,0,1,2,3,1,-2,-2,-2,-1,-1,-70,-85,-81,-67,-81,-47,0,0,0,1,0,0,0
13766,8,1,2,1,4,0,0,0,0,0,0,-60,-76,-76,-57,-73,-40,0,0,0,0,0,0,0
13767,4,0,1,2,2,-1,-1,-1,-1,-1,-1,-69,-85,-81,-67,-82,-47,0,0,0,0,0,0,0
13768,19,0,2,1,2,0,0,0,0,0,0,-62,-77,-76,-58,-73,-39,0,0,0,0,0,0,0
13769,23,1,2,2,6,0,0,0,0,0,0,19,2,-31,15,0,17,1,4,1,2,3,36,0
